date,home_team,away_team,home_score,away_score,tournament,country,neutral
2000-11-18,Thailand,Indonesia,4,1,Southeast Asian Champ,Thailand,False
2000-11-18,Malaysia,Vietnam,3,0,Southeast Asian Champ,Thailand,True
2000-11-18,Uganda,Ethiopia,2,2,CECAFA Cup,Uganda,False
2000-11-19,Djibouti,Somalia,0,0,CECAFA Cup,Uganda,True
2000-11-19,Ivory Coast,Libya,2,1,African Nations Cup qualifier,Ivory Coast,False
2000-11-20,Eritrea,Kenya,0,0,CECAFA Cup,Uganda,True
2000-11-20,Uganda,Burundi,2,1,CECAFA Cup,Uganda,False
2000-11-21,Oman,Bahrain,2,1,Friendly,Oman,False
2000-11-21,Ethiopia,Somalia,2,1,CECAFA Cup,Uganda,True
2000-11-22,Rwanda,Kenya,2,1,CECAFA Cup,Uganda,True
2000-11-22,Morocco,Libya,0,0,Friendly,Morocco,False
2000-11-23,Uganda,Somalia,6,0,CECAFA Cup,Uganda,False
2000-11-23,Burundi,Djibouti,4,2,CECAFA Cup,Uganda,True
2000-11-24,Iran,Guam,19,0,World Cup qualifier,Iran,False
2000-11-25,Ethiopia,Djibouti,4,2,CECAFA Cup,Uganda,True
2000-11-25,Eritrea,Rwanda,1,1,CECAFA Cup,Uganda,True
2000-11-26,Tajikistan,Guam,16,0,World Cup qualifier,Iran,True
2000-11-26,Burundi,Somalia,3,0,CECAFA Cup,Uganda,True
2000-11-27,Uganda,Djibouti,7,0,CECAFA Cup,Uganda,False
2000-11-27,Ethiopia,Burundi,1,0,CECAFA Cup,Uganda,True
2000-11-28,Iran,Tajikistan,2,0,World Cup qualifier,Iran,False
2000-11-29,Uganda,Rwanda,3,1,CECAFA Cup,Uganda,False
2000-12-02,Ethiopia,Rwanda,1,1,CECAFA Cup,Uganda,True
2000-12-05,Algeria,Romania,3,2,Friendly,Algeria,False
2000-12-08,Algeria,Romania,2,3,Friendly,Algeria,False
2000-12-10,Hong Kong,Estonia,1,2,Friendly,Hong Kong,False
2000-12-10,United Arab Emirates,Kazakhstan,5,2,Friendly,United Arab Emirates,False
2000-12-13,Greece,Yugoslavia,1,1,Friendly,Greece,False
2000-12-16,South Africa,Liberia,2,1,African Nations Cup qualifier,South Africa,False
2000-12-20,Japan,South Korea,1,1,Friendly,Japan,False
2000-12-20,Argentina,Mexico,2,0,Friendly tournament,United States,True
2001-01-04,Kenya,Zambia,2,1,Friendly,Kenya,False
2001-01-06,Qatar,Jordan,3,1,Friendly,Qatar,False
2001-01-06,Egypt,United Arab Emirates,2,1,Friendly,Egypt,False
2001-01-06,Swaziland,Angola,1,0,Friendly tournament,Swaziland,False
2001-01-06,Namibia,Lesotho,1,0,Friendly tournament,Swaziland,True
2001-01-06,Costa Rica,Guatemala,5,2,World Cup qualifier,United States,True
2001-01-07,Togo,Burkina Faso,1,1,Friendly,Togo,False
2001-01-07,Swaziland,Namibia,2,1,Friendly tournament,Swaziland,False
2001-01-07,Angola,Lesotho,2,0,Friendly tournament,Swaziland,True
2001-01-09,Egypt,Zambia,3,1,Friendly,Egypt,False
2001-01-09,Swaziland,Lesotho,2,2,Friendly,Swaziland,False
2001-01-12,Qatar,Kuwait,1,0,Friendly,Qatar,False
2001-01-12,Bosnia and Herzegovina,Bangladesh,2,0,Millenium Cup,India,True
2001-01-12,Algeria,Burundi,2,1,African Nations Cup qualifier,Algeria,False
2001-01-13,India,Iceland,0,3,Millenium Cup,India,False
2001-01-13,Mauritius,South Africa,1,1,African Nations Cup qualifier,Mauritius,False
2001-01-13,Kenya,Gabon,2,1,African Nations Cup qualifier,Kenya,False
2001-01-13,Uganda,Senegal,1,1,African Nations Cup qualifier,Uganda,False
2001-01-13,Nigeria,Zambia,1,0,African Nations Cup qualifier,Nigeria,False
2001-01-13,Namibia,Madagascar,2,2,African Nations Cup qualifier,Namibia,False
2001-01-13,Tunisia,Morocco,0,1,African Nations Cup qualifier,Tunisia,False
2001-01-13,Burkina Faso,Angola,1,0,African Nations Cup qualifier,Burkina Faso,False
2001-01-14,Egypt,Libya,4,0,African Nations Cup qualifier,Egypt,False
2001-01-14,Zimbabwe,Lesotho,1,2,African Nations Cup qualifier,Zimbabwe,False
2001-01-14,DR Congo,Ghana,2,1,African Nations Cup qualifier,DR Congo,False
2001-01-14,Guinea,Togo,0,0,African Nations Cup qualifier,Guinea,False
2001-01-14,Liberia,Congo,5,1,African Nations Cup qualifier,Liberia,False
2001-01-16,Jordan,Hong Kong,2,0,Millenium Cup,India,True
2001-01-17,China,Egypt,0,0,Friendly tournament,Iran,True
2001-01-17,Kuwait,Syria,2,0,Friendly,Qatar,True
2001-01-17,Israel,Uzbekistan,2,0,Friendly,Israel,False
2001-01-19,Iran,China,4,0,Friendly tournament,Iran,False
2001-01-20,Ivory Coast,Sudan,2,0,African Nations Cup qualifier,Ivory Coast,False
2001-01-20,Mali,Guinea,0,1,Friendly,Mali,False
2001-01-21,Madagascar,Mayotte,1,0,Friendly,Madagascar,False
2001-01-21,Saint Kitts,Antigua and Barbuda,2,0,Leeward Islands Champ,US Virgin Islands,True
2001-01-23,Thailand,Kuwait,5,4,Friendly,Thailand,False
2001-01-23,Egypt,North Korea,1,0,Friendly,Egypt,False
2001-01-23,Burkina Faso,Mali,0,2,Friendly,Burkina Faso,False
2001-01-24,Norway,South Korea,3,2,Friendly tournament,Hong Kong,True
2001-01-24,Mexico,Bulgaria,0,2,Friendly,Mexico,False
2001-01-25,Benin,Cameroon,1,3,Friendly,Benin,False
2001-01-26,Algeria,Namibia,1,0,World Cup qualifier,Algeria,False
2001-01-27,United States,China,2,1,Friendly,United States,False
2001-01-27,Paraguay,South Korea,1,1,Friendly tournament,Hong Kong,True
2001-01-27,Singapore,Thailand,1,1,Friendly,Singapore,False
2001-01-27,South Africa,Burkina Faso,1,0,World Cup qualifier,South Africa,False
2001-01-27,Madagascar,Ivory Coast,1,0,World Cup qualifier,Madagascar,False
2001-01-27,Nigeria,Sudan,3,0,World Cup qualifier,Nigeria,False
2001-01-27,Botswana,Swaziland,1,2,Friendly tournament,Botswana,False
2001-01-27,Jamaica,Bolivia,3,0,Friendly,United States,True
2001-01-27,Grenada,Trinidad and Tobago,1,2,Friendly,Grenada,False
2001-01-28,Jordan,North Korea,1,0,Friendly,Jordan,False
2001-01-28,Egypt,Morocco,0,0,World Cup qualifier,Egypt,False
2001-01-28,Madagascar,Ivory Coast,1,3,World Cup qualifier,Madagascar,False
2001-01-28,Ghana,Liberia,1,3,World Cup qualifier,Ghana,False
2001-01-28,Togo,Cameroon,0,2,World Cup qualifier,Togo,False
2001-01-28,Congo,Tunisia,1,2,World Cup qualifier,Congo,False
2001-01-28,Angola,Libya,3,1,World Cup qualifier,Angola,False
2001-01-28,Guinea,Malawi,1,1,World Cup qualifier,Guinea,False
2001-01-28,Botswana,Lesotho,2,1,Friendly tournament,Botswana,False
2001-01-28,Jamaica,Bulgaria,0,0,Friendly,Jamaica,False
2001-01-28,Antigua and Barbuda,British Virgin Islands,1,1,Friendly,Antigua and Barbuda,False
2001-01-29,Grenada,Trinidad and Tobago,0,2,Friendly,Grenada,False
2001-01-30,Saudi Arabia,Syria,1,0,Friendly,Saudi Arabia,False
2001-01-30,Thailand,Kyrgyzstan,3,1,Friendly,Thailand,False
2001-01-30,Jordan,North Korea,0,2,Friendly,Jordan,False
2001-01-31,Lebanon,Iraq,0,0,Friendly,Lebanon,False
2001-01-31,Colombia,Mexico,3,2,Friendly,United States,True
2001-01-31,Sweden,Faroe Islands,0,0,Nordic Championship,Sweden,False
2001-02-01,Sweden,Finland,0,1,Nordic Championship,Sweden,False
2001-02-03,Singapore,Kyrgyzstan,0,1,World Cup qualifier,Singapore,False
2001-02-03,Kuwait,Bahrain,2,1,World Cup qualifier,Singapore,True
2001-02-03,Saudi Arabia,Uganda,3,1,Friendly,Saudi Arabia,False
2001-02-03,United States,Colombia,0,1,Friendly,United States,False
2001-02-03,Puerto Rico,British Virgin Islands,1,2,CONCACAF Ch & Car Cup q,Puerto Rico,False
2001-02-04,Senegal,Mali,1,0,Friendly,Senegal,False
2001-02-05,Fiji,Malaysia,4,1,Friendly,Fiji,False
2001-02-06,Singapore,Kuwait,1,1,World Cup qualifier,Singapore,False
2001-02-06,Bahrain,Kyrgyzstan,1,0,World Cup qualifier,Singapore,True
2001-02-06,Saint Martin,Montserrat,3,1,CONCACAF Ch & Car Cup q,Sint Maarten,True
2001-02-07,Fiji,Malaysia,2,0,Friendly,Fiji,False
2001-02-08,Saudi Arabia,Mongolia,6,0,World Cup qualifier,Saudi Arabia,False
2001-02-08,Morocco,South Korea,1,1,Friendly tournament,United Arab Emirates,True
2001-02-08,Bangladesh,Vietnam,0,0,World Cup qualifier,Saudi Arabia,True
2001-02-08,Anguilla,Montserrat,4,1,CONCACAF Ch & Car Cup q,Saint Martin,True
2001-02-09,Singapore,Bahrain,1,2,World Cup qualifier,Singapore,False
2001-02-09,Fiji,Malaysia,1,2,Friendly,Fiji,False
2001-02-09,Kuwait,Kyrgyzstan,3,0,World Cup qualifier,Singapore,True
2001-02-10,China,Qatar,1,1,King's Cup,Thailand,True
2001-02-10,Vietnam,Mongolia,1,0,World Cup qualifier,Saudi Arabia,True
2001-02-10,Thailand,Sweden,1,4,King's Cup,Thailand,False
2001-02-10,Saudi Arabia,Bangladesh,3,0,World Cup qualifier,Saudi Arabia,False
2001-02-10,Saint Martin,Anguilla,3,1,CONCACAF Ch & Car Cup q,Saint Martin,False
2001-02-11,United Arab Emirates,South Korea,1,4,Friendly tournament,United Arab Emirates,False
2001-02-11,Swaziland,Zambia,0,0,COSAFA Cup,Swaziland,False
2001-02-11,British Virgin Islands,Puerto Rico,0,0,CONCACAF Ch & Car Cup q,British Virgin Islands,False
2001-02-12,China,Sweden,2,2,King's Cup,Thailand,True
2001-02-12,Bangladesh,Mongolia,3,0,World Cup qualifier,Saudi Arabia,True
2001-02-12,Saudi Arabia,Vietnam,5,0,World Cup qualifier,Saudi Arabia,False
2001-02-12,Thailand,Qatar,1,3,King's Cup,Thailand,False
2001-02-12,Armenia,Uzbekistan,2,0,Friendly tournament,Bulgaria,True
2001-02-14,Thailand,China,1,5,King's Cup,Thailand,False
2001-02-14,Qatar,Sweden,0,0,King's Cup,Thailand,True
2001-02-14,United Arab Emirates,Morocco,1,1,Friendly tournament,United Arab Emirates,False
2001-02-14,Georgia,Ukraine,0,0,Friendly,Georgia,False
2001-02-14,Israel,Moldova,1,0,Friendly,Israel,False
2001-02-15,Saudi Arabia,Mongolia,6,0,World Cup qualifier,Saudi Arabia,False
2001-02-15,Vietnam,Bangladesh,4,0,World Cup qualifier,Saudi Arabia,True
2001-02-15,Kuwait,Finland,4,3,Friendly,Kuwait,False
2001-02-15,Uzbekistan,Azerbaijan,2,1,Friendly,Bulgaria,True
2001-02-17,Sweden,China,3,0,King's Cup,Thailand,True
2001-02-17,Vietnam,Mongolia,4,0,World Cup qualifier,Saudi Arabia,True
2001-02-17,Thailand,Qatar,2,0,King's Cup,Thailand,False
2001-02-17,Saudi Arabia,Bangladesh,6,0,World Cup qualifier,Saudi Arabia,False
2001-02-18,Oman,Finland,1,2,Friendly,Oman,False
2001-02-19,Bangladesh,Mongolia,2,2,World Cup qualifier,Saudi Arabia,True
2001-02-19,Saudi Arabia,Vietnam,4,0,World Cup qualifier,Saudi Arabia,False
2001-02-19,Saint Kitts and Nevis,Saint Lucia,2,0,Friendly,Saint Kitts and Nevis,False
2001-02-20,Oman,Finland,0,2,Friendly,Oman,False
2001-02-21,Macao,Hong Kong,0,2,Friendly,Macao,False
2001-02-21,Kuwait,Singapore,1,0,World Cup qualifier,Kuwait,False
2001-02-21,Bahrain,Kyrgyzstan,2,1,World Cup qualifier,Kuwait,True
2001-02-21,Panama,Guatemala,2,2,Friendly,Panama,False
2001-02-21,Martinique,Saint Lucia,4,2,Friendly,Martinique,False
2001-02-23,Libya,Togo,3,3,World Cup qualifier,Libya,False
2001-02-24,Bahrain,Singapore,2,0,World Cup qualifier,Kuwait,True
2001-02-24,Kuwait,Kyrgyzstan,2,0,World Cup qualifier,Kuwait,False
2001-02-24,Namibia,Egypt,1,1,World Cup qualifier,Namibia,False
2001-02-24,Burkina Faso,Zimbabwe,1,2,World Cup qualifier,Burkina Faso,False
2001-02-24,Morocco,Senegal,0,0,World Cup qualifier,Morocco,False
2001-02-25,Oman,Maldives,5,0,Friendly,Oman,False
2001-02-25,Malawi,South Africa,1,2,World Cup qualifier,Malawi,False
2001-02-25,Cameroon,Zambia,1,0,World Cup qualifier,Cameroon,False
2001-02-25,Tunisia,DR Congo,6,0,World Cup qualifier,Tunisia,False
2001-02-25,Liberia,Sierra Leone,1,0,World Cup qualifier,Liberia,False
2001-02-25,Sudan,Ghana,1,0,World Cup qualifier,Sudan,False
2001-02-25,Cayman Islands,Trinidad and Tobago,0,3,Friendly,Cayman Islands,False
2001-02-25,Antigua and Barbuda,Saint Lucia,0,1,Friendly,Antigua and Barbuda,False
2001-02-26,Romania,Ukraine,1,0,Friendly tournament,Cyprus,True
2001-02-26,Cyprus,Lithuania,1,2,Friendly tournament,Cyprus,False
2001-02-27,Kyrgyzstan,Singapore,1,1,World Cup qualifier,Kuwait,True
2001-02-27,Kuwait,Bahrain,0,1,World Cup qualifier,Kuwait,False
2001-02-27,Oman,Maldives,2,0,Friendly,Oman,False
2001-02-27,Algeria,Slovakia,1,1,Friendly,Algeria,False
2001-02-27,France,Germany,1,0,Friendly,France,False
2001-02-28,Colombia,Australia,3,2,Friendly,Colombia,False
2001-02-28,Jordan,Bulgaria,0,2,Friendly,Jordan,False
2001-02-28,United States,Mexico,2,0,World Cup qualifier,United States,False
2001-02-28,Costa Rica,Honduras,2,2,World Cup qualifier,Costa Rica,False
2001-02-28,Jamaica,Trinidad and Tobago,1,0,World Cup qualifier,Jamaica,False
2001-02-28,Slovenia,Uruguay,0,2,Friendly,Slovenia,False
2001-02-28,Italy,Argentina,1,2,Friendly,Italy,False
2001-02-28,England,Spain,3,0,Friendly,England,False
2001-02-28,Northern Ireland,Norway,0,4,Friendly,Northern Ireland,False
2001-02-28,Croatia,Austria,1,0,Friendly,Croatia,False
2001-02-28,Bosnia and Herzegovina,Hungary,1,1,Friendly,Bosnia and Herzegovina,False
2001-02-28,Belgium,San Marino,10,1,World Cup qualifier,Belgium,False
2001-02-28,Poland,Switzerland,4,0,Friendly,Cyprus,True
2001-02-28,Netherlands,Turkey,0,0,Friendly,Netherlands,False
2001-02-28,Malta,Sweden,0,3,Friendly,Malta,False
2001-02-28,Luxembourg,Finland,0,1,Friendly,Luxembourg,False
2001-02-28,Greece,Russia,3,3,Friendly,Greece,False
2001-02-28,Portugal,Andorra,3,0,World Cup qualifier,Portugal,False
2001-02-28,Romania,Lithuania,3,0,Friendly tournament,Cyprus,True
2001-02-28,Liechtenstein,Latvia,0,2,Friendly,Liechtenstein,False
2001-02-28,Cyprus,Ukraine,4,3,Friendly tournament,Cyprus,False
2001-02-28,Macedonia,Czechia,1,1,Friendly,Macedonia,False
2001-03-01,Saint Kitts and Nevis,Dominican Republic,2,1,CONCACAF Ch & Car Cup q,Antigua and Barbuda,True
2001-03-03,United States,Brazil,1,2,Friendly,United States,False
2001-03-03,Antigua and Barbuda,Dominican Republic,2,3,CONCACAF Ch & Car Cup q,Antigua and Barbuda,False
2001-03-04,Hong Kong,Palestine,1,1,World Cup qualifier,Hong Kong,False
2001-03-04,Qatar,Malaysia,5,1,World Cup qualifier,Hong Kong,True
2001-03-04,Antigua and Barbuda,Saint Kitts and Nevis,2,2,CONCACAF Ch & Car Cup q,Antigua and Barbuda,False
2001-03-06,Guatemala,El Salvador,1,1,Friendly,Guatemala,False
2001-03-07,Lebanon,Syria,2,2,Friendly,Lebanon,False
2001-03-07,Jordan,Hungary,1,1,Friendly,Jordan,False
2001-03-07,Mexico,Brazil,3,3,Friendly,Mexico,False
2001-03-07,Honduras,Peru,0,0,Friendly,United States,True
2001-03-08,Hong Kong,Malaysia,0,2,World Cup qualifier,Hong Kong,False
2001-03-08,Qatar,Palestine,2,1,World Cup qualifier,Hong Kong,True
2001-03-10,Kenya,Uganda,1,0,Friendly,Kenya,False
2001-03-10,Zambia,Libya,2,0,World Cup qualifier,Zambia,False
2001-03-10,DR Congo,Ivory Coast,1,2,World Cup qualifier,DR Congo,False
2001-03-10,Sierra Leone,Sudan,0,2,World Cup qualifier,Sierra Leone,False
2001-03-10,Senegal,Namibia,4,0,World Cup qualifier,Senegal,False
2001-03-10,Botswana,Swaziland,1,0,Friendly tournament,Lesotho,True
2001-03-10,Lesotho,Mozambique,0,0,Friendly tournament,Lesotho,False
2001-03-11,Hong Kong,Qatar,0,2,World Cup qualifier,Hong Kong,False
2001-03-11,Palestine,Malaysia,1,0,World Cup qualifier,Hong Kong,True
2001-03-11,Egypt,Algeria,5,2,World Cup qualifier,Egypt,False
2001-03-11,Zimbabwe,Malawi,2,0,World Cup qualifier,Zimbabwe,False
2001-03-11,Ghana,Nigeria,0,0,World Cup qualifier,Ghana,False
2001-03-11,Togo,Angola,1,1,World Cup qualifier,Togo,False
2001-03-11,Lesotho,Swaziland,2,1,Friendly tournament,Lesotho,False
2001-03-11,Mozambique,Botswana,3,1,Friendly tournament,Lesotho,True
2001-03-12,Grenada,Dominica,8,3,Windward Islands Champ,Grenada,False
2001-03-12,St Vincent & Grenadines,Saint Lucia,2,0,Windward Islands Champ,Grenada,True
2001-03-14,Panama,El Salvador,1,0,Friendly,Panama,False
2001-03-14,St Vincent & Grenadines,Dominica,2,0,Windward Islands Champ,Grenada,True
2001-03-14,Grenada,Saint Lucia,4,3,Windward Islands Champ,Grenada,False
2001-03-16,Dominica,Saint Lucia,1,1,Windward Islands Champ,Grenada,True
2001-03-16,Grenada,St Vincent & Grenadines,1,1,Windward Islands Champ,Grenada,False
2001-03-17,Botswana,Malawi,0,1,COSAFA Cup,Botswana,False
2001-03-18,Gabon,Mali,2,0,Friendly,Gabon,False
2001-03-18,Saint Lucia,Dominica,1,0,Windward Islands Champ,Grenada,True
2001-03-18,Grenada,St Vincent & Grenadines,2,0,Windward Islands Champ,Grenada,False
2001-03-19,Egypt,Estonia,3,3,Friendly,Egypt,False
2001-03-20,Palestine,Hong Kong,1,0,World Cup qualifier,Qatar,True
2001-03-20,Qatar,Malaysia,0,0,World Cup qualifier,Qatar,False
2001-03-21,Honduras,Chile,3,1,Friendly,Honduras,False
2001-03-21,Saint Lucia,Martinique,1,1,Friendly,Saint Lucia,False
2001-03-23,Hong Kong,Malaysia,2,1,World Cup qualifier,Qatar,True
2001-03-23,Qatar,Palestine,2,1,World Cup qualifier,Qatar,False
2001-03-23,Libya,Egypt,2,0,African Nations Cup qualifier,Libya,False
2001-03-23,Guyana,Barbados,2,2,Friendly,Guyana,False
2001-03-24,France,Japan,5,0,Friendly,France,False
2001-03-24,South Africa,Mauritius,3,0,African Nations Cup qualifier,South Africa,False
2001-03-24,Gabon,Kenya,1,1,African Nations Cup qualifier,Gabon,False
2001-03-24,Senegal,Uganda,3,0,African Nations Cup qualifier,Senegal,False
2001-03-24,Lesotho,Zimbabwe,0,1,African Nations Cup qualifier,Lesotho,False
2001-03-24,Zambia,Nigeria,1,1,African Nations Cup qualifier,Zambia,False
2001-03-24,Madagascar,Namibia,1,2,African Nations Cup qualifier,Madagascar,False
2001-03-24,Morocco,Tunisia,2,0,African Nations Cup qualifier,Morocco,False
2001-03-24,Trinidad and Tobago,Guatemala,3,1,Friendly,Trinidad and Tobago,False
2001-03-24,British Virgin Islands,US Virgin Islands,2,0,Friendly,British Virgin Islands,False
2001-03-24,Scotland,Belgium,2,2,World Cup qualifier,Scotland,False
2001-03-24,England,Finland,2,1,World Cup qualifier,England,False
2001-03-24,Armenia,Wales,2,2,World Cup qualifier,Armenia,False
2001-03-24,Northern Ireland,Czechia,0,1,World Cup qualifier,Northern Ireland,False
2001-03-24,Bosnia and Herzegovina,Austria,1,1,World Cup qualifier,Bosnia and Herzegovina,False
2001-03-24,Hungary,Lithuania,1,1,World Cup qualifier,Hungary,False
2001-03-24,Yugoslavia,Switzerland,1,1,World Cup qualifier,Yugoslavia,False
2001-03-24,Netherlands,Andorra,5,0,World Cup qualifier,Spain,True
2001-03-24,Germany,Albania,2,1,World Cup qualifier,Germany,False
2001-03-24,Sweden,Macedonia,1,0,World Cup qualifier,Sweden,False
2001-03-24,Norway,Poland,2,3,World Cup qualifier,Norway,False
2001-03-24,Romania,Italy,0,2,World Cup qualifier,Romania,False
2001-03-24,Luxembourg,Faroe Islands,0,2,World Cup qualifier,Luxembourg,False
2001-03-24,Russia,Slovenia,1,1,World Cup qualifier,Russia,False
2001-03-24,Malta,Denmark,0,5,World Cup qualifier,Malta,False
2001-03-24,Spain,Liechtenstein,5,0,World Cup qualifier,Spain,False
2001-03-24,Croatia,Latvia,4,1,World Cup qualifier,Croatia,False
2001-03-24,Turkey,Slovakia,1,1,World Cup qualifier,Turkey,False
2001-03-24,Bulgaria,Iceland,2,1,World Cup qualifier,Bulgaria,False
2001-03-24,Cyprus,Ireland,0,4,World Cup qualifier,Cyprus,False
2001-03-24,Ukraine,Belarus,0,0,World Cup qualifier,Ukraine,False
2001-03-24,Azerbaijan,Moldova,0,0,World Cup qualifier,Azerbaijan,False
2001-03-25,Qatar,Hong Kong,3,0,World Cup qualifier,Qatar,False
2001-03-25,Malaysia,Palestine,4,3,World Cup qualifier,Qatar,True
2001-03-25,Ghana,DR Congo,3,0,African Nations Cup qualifier,Ghana,False
2001-03-25,Burundi,Algeria,0,1,African Nations Cup qualifier,Burundi,False
2001-03-25,Sudan,Ivory Coast,0,0,African Nations Cup qualifier,Sudan,False
2001-03-25,Angola,Burkina Faso,2,0,African Nations Cup qualifier,Angola,False
2001-03-25,Congo,Liberia,0,1,African Nations Cup qualifier,Congo,False
2001-03-25,Mexico,Jamaica,4,0,World Cup qualifier,Mexico,False
2001-03-25,Guyana,Barbados,1,2,Friendly,Guyana,False
2001-03-27,Oman,United Arab Emirates,2,1,Friendly,Oman,False
2001-03-27,Peru,Chile,3,1,World Cup qualifier,Peru,False
2001-03-27,Colombia,Bolivia,2,0,World Cup qualifier,Colombia,False
2001-03-28,Sri Lanka,Cambodia,1,0,Friendly,Sri Lanka,False
2001-03-28,Honduras,United States,1,2,World Cup qualifier,Honduras,False
2001-03-28,Costa Rica,Trinidad and Tobago,3,0,World Cup qualifier,Costa Rica,False
2001-03-28,Martinique,Guadeloupe,4,1,Friendly,Martinique,False
2001-03-28,Uruguay,Paraguay,0,1,World Cup qualifier,Uruguay,False
2001-03-28,Argentina,Venezuela,5,0,World Cup qualifier,Argentina,False
2001-03-28,Ecuador,Brazil,1,0,World Cup qualifier,Ecuador,False
2001-03-28,Scotland,San Marino,4,0,World Cup qualifier,Scotland,False
2001-03-28,Albania,England,1,3,World Cup qualifier,Albania,False
2001-03-28,Wales,Ukraine,1,1,World Cup qualifier,Wales,False
2001-03-28,Bulgaria,Northern Ireland,4,3,World Cup qualifier,Bulgaria,False
2001-03-28,Austria,Israel,2,1,World Cup qualifier,Austria,False
2001-03-28,Spain,France,2,1,Friendly,Spain,False
2001-03-28,Switzerland,Luxembourg,5,0,World Cup qualifier,Switzerland,False
2001-03-28,Portugal,Netherlands,2,2,World Cup qualifier,Portugal,False
2001-03-28,Greece,Germany,2,4,World Cup qualifier,Greece,False
2001-03-28,Moldova,Sweden,0,2,World Cup qualifier,Moldova,False
2001-03-28,Belarus,Norway,2,1,World Cup qualifier,Belarus,False
2001-03-28,Italy,Lithuania,4,0,World Cup qualifier,Italy,False
2001-03-28,Russia,Faroe Islands,1,0,World Cup qualifier,Russia,False
2001-03-28,Czechia,Denmark,0,0,World Cup qualifier,Czechia,False
2001-03-28,Cyprus,Estonia,2,2,World Cup qualifier,Cyprus,False
2001-03-28,Poland,Armenia,4,0,World Cup qualifier,Poland,False
2001-03-28,Georgia,Romania,0,2,World Cup qualifier,Georgia,False
2001-03-28,Macedonia,Turkey,1,2,World Cup qualifier,Macedonia,False
2001-03-28,Ireland,Andorra,3,0,World Cup qualifier,Spain,True
2001-03-28,Slovakia,Azerbaijan,3,1,World Cup qualifier,Slovakia,False
2001-03-28,Slovenia,Yugoslavia,1,1,World Cup qualifier,Slovenia,False
2001-03-28,Liechtenstein,Bosnia and Herzegovina,0,3,World Cup qualifier,Liechtenstein,False
2001-04-01,Maldives,Cambodia,6,0,World Cup qualifier,Maldives,False
2001-04-02,United Arab Emirates,Sri Lanka,6,0,Friendly,United Arab Emirates,False
2001-04-04,Lebanon,Bahrain,1,1,Friendly,Lebanon,False
2001-04-04,Suriname,Aruba,5,0,CONCACAF Ch & Car Cup q,Suriname,False
2001-04-04,Guyana,Saint Martin,2,0,CONCACAF Ch & Car Cup q,Guyana,False
2001-04-04,Barbados,Grenada,2,1,CONCACAF Ch & Car Cup q,Suriname,True
2001-04-04,Martinique,St Vincent & Grenadines,3,0,CONCACAF Ch & Car Cup q,Martinique,False
2001-04-04,Cuba,Dominica,3,1,CONCACAF Ch & Car Cup q,Guyana,True
2001-04-04,British Virgin Islands,Cayman Islands,2,2,CONCACAF Ch & Car Cup q,Martinique,True
2001-04-05,Oman,Sudan,0,1,Friendly,Oman,False
2001-04-05,Haiti,Panama,1,1,Friendly,Haiti,False
2001-04-06,Grenada,Aruba,4,2,CONCACAF Ch & Car Cup q,Suriname,True
2001-04-06,Guyana,Dominica,2,0,CONCACAF Ch & Car Cup q,Guyana,False
2001-04-06,Suriname,Barbados,2,2,CONCACAF Ch & Car Cup q,Suriname,False
2001-04-06,Martinique,British Virgin Islands,6,0,CONCACAF Ch & Car Cup q,Martinique,False
2001-04-06,Cuba,Saint Martin,1,0,CONCACAF Ch & Car Cup q,Guyana,True
2001-04-06,Cayman Islands,St Vincent & Grenadines,1,1,CONCACAF Ch & Car Cup q,Martinique,True
2001-04-07,Brunei,Yemen,0,5,World Cup qualifier,Brunei,False
2001-04-07,Oman,Sudan,1,1,Friendly,Oman,False
2001-04-07,Haiti,Panama,0,0,Friendly,Haiti,False
2001-04-07,Fiji,Eastern Samoa,13,0,World Cup qualifier,Australia,True
2001-04-07,Tonga,Samoa,1,0,World Cup qualifier,Australia,True
2001-04-08,Indonesia,Maldives,5,0,World Cup qualifier,Indonesia,False
2001-04-08,India,United Arab Emirates,1,0,World Cup qualifier,India,False
2001-04-08,Mauritius,Namibia,1,0,COSAFA Cup,Mauritius,False
2001-04-08,Barbados,Aruba,5,2,CONCACAF Ch & Car Cup q,Suriname,True
2001-04-08,Guyana,Cuba,0,3,CONCACAF Ch & Car Cup q,Guyana,False
2001-04-08,Martinique,Cayman Islands,1,1,CONCACAF Ch & Car Cup q,Martinique,False
2001-04-08,Saint Martin,Dominica,3,2,CONCACAF Ch & Car Cup q,Guyana,True
2001-04-08,Suriname,Grenada,3,1,CONCACAF Ch & Car Cup q,Suriname,False
2001-04-08,St Vincent & Grenadines,British Virgin Islands,6,0,CONCACAF Ch & Car Cup q,Martinique,True
2001-04-09,Australia,Tonga,22,0,World Cup qualifier,Australia,False
2001-04-09,Samoa,Eastern Samoa,8,0,World Cup qualifier,Australia,True
2001-04-10,Haiti,US Virgin Islands,12,1,CONCACAF Ch & Car Cup q,Haiti,False
2001-04-10,Saint Lucia,Guadeloupe,3,2,CONCACAF Ch & Car Cup q,Haiti,True
2001-04-11,Australia,Eastern Samoa,31,0,World Cup qualifier,Australia,False
2001-04-11,Mexico,Chile,1,0,Friendly,Mexico,False
2001-04-11,Fiji,Samoa,6,1,World Cup qualifier,Australia,True
2001-04-12,Iraq,Macao,8,0,World Cup qualifier,Iraq,False
2001-04-12,Kazakhstan,Nepal,6,0,World Cup qualifier,Iraq,True
